-4.800862,0.258668
-5.743583,0.648879
-5.285231,0.204237
-5.679035,0.565637
-3.520618,0.250215
-3.409288,0.930181
-2.895478,0.999704
-2.554508,0.235472
-2.810281,0.839153
-3.288114,0.376560
-3.308304,0.486973
-2.813566,1.069882
-2.698736,0.895930
-4.256925,0.221427
-2.832566,0.913579
-2.787370,0.266587
-3.766671,0.590814
-4.282046,0.218212
-2.952428,0.637694
-2.872523,0.914378
-4.255496,0.221561
-3.079125,0.609757
-3.141987,0.540530
-2.943778,0.244122
-4.271265,0.210827
-2.836755,0.481542
-3.586134,0.700463
-3.484711,0.716445
-3.152770,0.582644
-3.824917,0.317441
-2.497811,0.169560
-2.613877,0.665560
-4.285972,0.211504
-3.696178,0.608828
-3.173430,0.389526
-2.695744,0.795917
-3.788411,0.038412
-3.202366,1.027028
-3.542167,0.655205
-3.135266,0.721920
-3.422172,0.800229
-3.478024,1.221259
-4.080844,1.158601
-1.933425,0.229306
-2.407867,1.241415
-3.621799,0.058991
-3.259286,0.474721
-2.518556,0.863547
-3.064236,0.525137
-3.472320,1.213614
-2.515501,0.578743
-4.061208,0.692516
-3.801993,0.381621
-2.270164,-0.294875
-3.708006,0.760959
-2.084008,0.368218
-3.365668,0.690967
-3.526627,0.433550
-2.919823,1.322270
-2.559831,0.254077
-2.641852,-0.142091
-3.070582,0.130863
-3.291889,0.932217
-2.459870,0.419829
-3.588433,0.749881
-3.717173,1.266374
-3.697898,0.314804
-2.383982,0.540027
-2.796081,1.145502
-2.700265,1.264087
-3.531960,0.082631
-2.521118,0.845826
-3.011154,0.098500
-2.541563,0.034108
-3.126150,0.890084
-5.694214,0.584884
-3.695686,0.793312
-2.454306,0.568258
-2.914596,1.320841
-2.693517,0.623792
-2.685494,0.747266
-2.849260,0.960799
-2.950105,0.468227
-2.357630,0.874905
